000000001	000043122	000229379	default	040022089
000000001	000251727	000260940	default	024374609
000000001	000283542	000448089	default	030181919
000000001	000391942	000550149	default	061624086
000000001	000621042	000561351	default	019044300
000000001	000642761	000572200	default	011212952
000000001	000680200	000648770	default	089258081
000000001	000686389	000739315	default	054540209
000000001	000687289	000780810	default	029098809
000000001	000710287	000917284	default	009175527
000000002	000001762	000002114	default	049445405
000000002	000041481	000054798	default	096122320
000000002	000103492	000278014	default	028685364
000000002	000197537	000296383	default	069398102
000000002	000212578	000479662	default	012082390
000000002	000466663	000501072	default	056927766
000000002	000667474	000511312	default	091970059
000000002	000778818	000624342	default	054427304
000000002	000801297	000681775	default	090693944
000000002	000849987	000949085	default	017692156
000000003	000385155	000019744	default	019320936
000000003	000412427	000153185	default	093112053
000000003	000534514	000159137	default	097194995
000000003	000618248	000267820	default	027601844
000000003	000665045	000391503	default	093865472
000000003	000751187	000431090	default	083610434
000000003	000886704	000456500	default	081089290
000000003	000902714	000657688	default	044855482
000000003	000966377	000757776	default	021162863
000000003	000977340	000784060	default	019375234
000000004	000159253	000424759	default	086103686
000000004	000283755	000473971	default	011368438
000000004	000424785	000492199	default	087610396
000000004	000479566	000534561	default	035741133
000000004	000577583	000591645	default	036858912
000000004	000599675	000723988	default	094726237
000000004	000643887	000729414	default	078073119
000000004	000674749	000929725	default	030097964
000000004	000809575	000958597	default	071639480
000000004	000867613	000983520	default	071710109
000000005	000017983	000026904	default	053337371
000000005	000183048	000187041	default	075089307
000000005	000195357	000202055	default	011114958
000000005	000204699	000317615	default	087217933
000000005	000329733	000374713	default	074028051
000000005	000427749	000383634	default	065221857
000000005	000750671	000548994	default	003321414
000000005	000843647	000752466	default	048806471
000000005	000912573	000787181	default	097128289
000000005	000916111	000878200	default	086824519
000000006	000001713	000008719	default	035090062
000000006	000090756	000262333	default	001358672
000000006	000107213	000344304	default	001110839
000000006	000332994	000480613	default	024044311
000000006	000481872	000497425	default	034941930
000000006	000545513	000614916	default	093494781
000000006	000603362	000621798	default	015890079
000000006	000942174	000655793	default	031756600
000000006	000944279	000750287	default	002281638
000000006	000957883	000925977	default	010798694
000000007	000164892	000238052	default	097512934
000000007	000222865	000504265	default	033763667
000000007	000292212	000570539	default	083144839
000000007	000450237	000612432	default	030569586
000000007	000508675	000626989	default	063139287
000000007	000825648	000644650	default	097288174
000000007	000847176	000663007	default	065396820
000000007	000860542	000692772	default	083673230
000000007	000888577	000725363	default	000370873
000000007	000935336	000924126	default	071230424
000000008	000085306	000075877	default	001535483
000000008	000088797	000279560	default	013078466
000000008	000260638	000291460	default	016060197
000000008	000297451	000335837	default	072625733
000000008	000391792	000511480	default	087880467
000000008	000401634	000661975	default	017344670
000000008	000480112	000814555	default	060402086
000000008	000502015	000889861	default	090006562
000000008	000702508	000911030	default	034946953
000000008	000943067	000960538	default	089827484
000000009	000031437	000024517	default	010935442
000000009	000129343	000161838	default	022130999
000000009	000173361	000194329	default	076868520
000000009	000173887	000212399	default	009968230
000000009	000261345	000490196	default	072293448
000000009	000297573	000531681	default	039749190
000000009	000459016	000644911	default	037210145
000000009	000560782	000737762	default	089466180
000000009	000581731	000796459	default	036954690
000000009	000758487	000975172	default	093581322
000000010	000028942	000101832	default	007328917
000000010	000056959	000291058	default	084102813
000000010	000116925	000317208	default	045894929
000000010	000167842	000399389	default	037621075
000000010	000421460	000740219	default	068391970
000000010	000729356	000815466	default	067726598
000000010	000791998	000824422	default	023933684
000000010	000846904	000839042	default	046620027
000000010	000880608	000932127	default	055970628
000000010	000959246	000940743	default	075285636
000000011	000098904	000117516	default	002962412
000000011	000128939	000129275	default	049723664
000000011	000201015	000411455	default	003817317
000000011	000306863	000555443	default	047255615
000000011	000343868	000587647	default	007120959
000000011	000449722	000708265	default	012598063
000000011	000539356	000729893	default	035480800
000000011	000587698	000894858	default	008687149
000000011	000933412	000930107	default	033027727
000000011	000934761	000956144	default	093014045
000000012	000081191	000107619	default	052669161
000000012	000099540	000117421	default	063483609
000000012	000115397	000320205	default	043612357
000000012	000207419	000326680	default	061789591
000000012	000552078	000545290	default	007785247
000000012	000560060	000596320	default	035745984
000000012	000572880	000657568	default	019105600
000000012	000585349	000688285	default	092251367
000000012	000783900	000924010	default	031691844
000000012	000923865	000975338	default	015256963
000000013	000036081	000015634	default	072539685
000000013	000076818	000028083	default	091617699
000000013	000100248	000132444	default	020196107
000000013	000105725	000176688	default	025467834
000000013	000402719	000223832	default	034066700
000000013	000641415	000369667	default	019224327
000000013	000650963	000379660	default	009879176
000000013	000859181	000506420	default	017723097
000000013	000958388	000667023	default	016900354
000000013	000997805	000826423	default	095377265
000000014	000002611	000049138	default	028619903
000000014	000096613	000153047	default	043079748
000000014	000101304	000179839	default	014351060
000000014	000145662	000266771	default	066817505
000000014	000185164	000315830	default	029532408
000000014	000267299	000466616	default	048822859
000000014	000367772	000474248	default	014850260
000000014	000390929	000581220	default	057172709
000000014	000644638	000874468	default	088347884
000000014	000680394	000965819	default	047660980
000000015	000010184	000167899	default	051852995
000000015	000089250	000203004	default	047110659
000000015	000192832	000292717	default	042222154
000000015	000432896	000294112	default	074991543
000000015	000722034	000558669	default	000372902
000000015	000757912	000739277	default	044797256
000000015	000794112	000786819	default	049294049
000000015	000797844	000829462	default	018915512
000000015	000810527	000903347	default	011305148
000000015	000815044	000970641	default	001373564
000000016	000103110	000101979	default	074795780
000000016	000121115	000135808	default	018580919
000000016	000211290	000191021	default	067999469
